day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;15200;AMETHYSTS;10000;4;9996;2;9995;21;10002;4;10004;2;10005;21;10001.0;216.0
0;15300;AMETHYSTS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;216.0
0;15300;STARFRUIT;5028;2;5027;22;;;5033;6;5034;2;5035;22;5030.5;39.9921875
0;15400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;216.0
0;15400;STARFRUIT;5027;30;;;;;5034;30;;;;;5030.5;40.64453125
0;15500;AMETHYSTS;9995;25;;;;;9998;11;10005;25;;;9996.5;216.0
0;15500;STARFRUIT;5028;25;;;;;5035;25;;;;;5031.5;39.91015625
0;15600;STARFRUIT;5028;23;;;;;5034;1;5035;22;;;5031.0;39.8388671875
0;15600;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;238.0
0;15700;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;238.0
0;15700;STARFRUIT;5028;30;;;;;5033;1;5034;2;5035;28;5030.5;39.73046875
0;15800;AMETHYSTS;9998;6;9996;2;9995;26;10004;2;10005;26;;;10001.0;238.0
0;15800;STARFRUIT;5029;4;5028;28;;;5035;28;;;;;5032.0;37.8203125
0;15900;AMETHYSTS;9996;1;9995;20;;;10002;8;10004;1;10005;20;9999.0;240.0
0;15900;STARFRUIT;5029;1;5028;20;;;5030;3;5035;21;;;5029.5;39.64453125
0;16000;STARFRUIT;5029;22;;;;;5034;4;5036;22;;;5031.5;37.7421875
0;16000;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;240.0
0;16100;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;240.0
0;16100;STARFRUIT;5029;27;;;;;5031;2;5034;8;5036;27;5030.0;27.7421875
0;16200;AMETHYSTS;9995;27;;;;;10002;4;10005;27;;;9998.5;240.0
0;16200;STARFRUIT;5029;26;;;;;5036;27;;;;;5032.5;37.734375
0;16300;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;240.0
0;16300;STARFRUIT;5029;22;;;;;5036;22;;;;;5032.5;33.703125
0;16400;AMETHYSTS;9996;2;9995;25;;;10002;6;10004;2;10005;25;9999.0;242.0
0;16400;STARFRUIT;5028;27;;;;;5033;7;5035;27;;;5030.5;43.8359375
0;16500;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;242.0
0;16500;STARFRUIT;5028;22;;;;;5033;1;5035;22;;;5030.5;58.140625
0;16600;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;242.0
0;16600;STARFRUIT;5029;7;5028;26;;;5035;26;;;;;5032.0;57.859375
0;16700;STARFRUIT;5028;25;;;;;5035;25;;;;;5031.5;53.1875
0;16700;AMETHYSTS;10002;1;9998;2;9995;25;10005;25;;;;;10003.5;242.0
0;16800;AMETHYSTS;10000;2;9996;2;9995;25;10004;2;10005;25;;;10002.0;244.0
0;16800;STARFRUIT;5031;2;5028;27;;;5035;27;;;;;5033.0;51.3359375
0;16900;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;244.0
0;16900;STARFRUIT;5028;24;;;;;5035;24;;;;;5031.5;52.59375
0;17000;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;244.0
0;17000;STARFRUIT;5029;1;5028;26;;;5034;1;5035;25;;;5031.5;57.8203125
0;17100;STARFRUIT;5028;1;5027;26;;;5034;27;;;;;5031.0;61.4921875
0;17100;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;244.0
0;17200;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;244.0
0;17200;STARFRUIT;5028;5;5027;28;;;5034;28;;;;;5031.0;73.671875
0;17300;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;244.0
0;17300;STARFRUIT;5026;28;;;;;5031;6;5032;1;5033;27;5028.5;97.40625
0;17400;AMETHYSTS;9995;25;;;;;9998;11;10005;25;;;9996.5;244.0
0;17400;STARFRUIT;5030;3;5026;2;5025;25;5032;25;;;;;5031.0;101.171875
0;17500;STARFRUIT;5026;28;;;;;5033;28;;;;;5029.5;92.390625
0;17500;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;268.0
0;17600;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;268.0
0;17600;STARFRUIT;5027;3;5026;30;;;5032;1;5033;29;;;5029.5;98.140625
0;17700;AMETHYSTS;9998;2;9995;22;;;10005;22;;;;;10001.5;268.0
0;17700;STARFRUIT;5026;22;;;;;5033;22;;;;;5029.5;90.7890625
0;17800;AMETHYSTS;9996;2;9995;30;;;9998;3;10002;5;10004;2;9997.0;268.0
0;17800;STARFRUIT;5026;32;;;;;5031;5;5033;32;;;5028.5;85.15625
0;17900;STARFRUIT;5032;1;5029;2;5026;21;5033;21;;;;;5032.5;85.875
0;17900;AMETHYSTS;9995;21;;;;;9998;1;10002;3;10005;21;9996.5;274.0
0;18000;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;276.0
0;18000;STARFRUIT;5026;24;;;;;5033;24;;;;;5029.5;91.53125
0;18100;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;276.0
0;18100;STARFRUIT;5026;30;;;;;5033;30;;;;;5029.5;91.71875
0;18200;AMETHYSTS;9996;2;9995;23;;;10002;10;10004;2;10005;23;9999.0;276.0
0;18200;STARFRUIT;5027;25;;;;;5033;2;5034;23;;;5030.0;94.703125
0;18300;STARFRUIT;5027;20;;;;;5034;20;;;;;5030.5;94.46875
0;18300;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;286.0
0;18400;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;286.0
0;18400;STARFRUIT;5032;1;5027;22;;;5033;1;5034;21;;;5032.5;95.734375
0;18500;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;286.0
0;18500;STARFRUIT;5027;23;;;;;5029;1;5034;23;;;5028.0;90.515625
0;18600;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;286.0
0;18600;STARFRUIT;5028;22;;;;;5029;9;5035;22;;;5028.5;81.546875
0;18700;STARFRUIT;5028;30;;;;;5035;30;;;;;5031.5;77.43359375
0;18700;AMETHYSTS;10002;1;9995;30;;;10005;30;;;;;10003.5;286.0
0;18800;AMETHYSTS;9995;24;;;;;10002;7;10005;24;;;9998.5;288.0
0;18800;STARFRUIT;5028;24;;;;;5035;24;;;;;5031.5;80.703125
0;18900;AMETHYSTS;10002;1;9995;25;;;10005;25;;;;;10003.5;288.0
0;18900;STARFRUIT;5030;7;5029;25;;;5036;25;;;;;5033.0;72.109375
0;19000;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;290.0
0;19000;STARFRUIT;5029;31;;;;;5036;31;;;;;5032.5;69.0390625
0;19100;STARFRUIT;5030;2;5029;21;;;5036;23;;;;;5033.0;64.7109375
0;19100;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;290.0
0;19200;AMETHYSTS;9995;26;;;;;10002;1;10005;26;;;9998.5;290.0
0;19200;STARFRUIT;5030;26;;;;;5037;26;;;;;5033.5;60.79296875
0;19300;AMETHYSTS;9996;2;9995;23;;;9998;6;10004;2;10005;23;9997.0;290.0
0;19300;STARFRUIT;5032;2;5031;23;;;5038;25;;;;;5035.0;44.0625
0;19400;AMETHYSTS;9996;2;9995;24;;;10002;5;10004;2;10005;24;9999.0;302.0
0;19400;STARFRUIT;5032;26;;;;;5038;2;5039;24;;;5035.0;41.888671875
0;19500;STARFRUIT;5031;23;;;;;5038;23;;;;;5034.5;42.1474609375
0;19500;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;302.0
0;19600;AMETHYSTS;10002;1;9998;5;9996;1;10004;1;10005;26;;;10003.0;302.0
0;19600;STARFRUIT;5032;27;;;;;5038;1;5039;26;;;5035.0;43.16015625
0;19700;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;304.0
0;19700;STARFRUIT;5032;31;;;;;5039;31;;;;;5035.5;49.8359375
0;19800;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;304.0
0;19800;STARFRUIT;5033;2;5032;26;;;5039;28;;;;;5036.0;50.0390625
0;19900;STARFRUIT;5033;1;5032;22;;;5039;23;;;;;5036.0;49.4375
0;19900;AMETHYSTS;9996;1;9995;22;;;9998;1;10004;1;10005;22;9997.0;304.0
0;20000;AMETHYSTS;9995;26;;;;;9998;1;10005;26;;;9996.5;313.0
0;20000;STARFRUIT;5032;26;;;;;5037;4;5039;26;;;5034.5;47.3359375
0;20100;AMETHYSTS;9996;1;9995;29;;;9998;4;10004;1;10005;29;9997.0;315.0
0;20100;STARFRUIT;5033;30;;;;;5038;4;5039;1;5040;29;5035.5;54.4296875
0;20200;AMETHYSTS;10002;1;9995;20;;;10005;20;;;;;10003.5;319.0
0;20200;STARFRUIT;5032;20;;;;;5039;20;;;;;5035.5;45.59375
0;20300;STARFRUIT;5032;24;;;;;5039;24;;;;;5035.5;49.3984375
0;20300;AMETHYSTS;10002;4;9995;24;;;10005;24;;;;;10003.5;321.0
0;20400;AMETHYSTS;10002;2;9996;1;9995;27;10004;1;10005;27;;;10003.0;329.0
0;20400;STARFRUIT;5032;28;;;;;5033;3;5039;28;;;5032.5;37.7578125
0;20500;AMETHYSTS;9998;7;9996;1;9995;25;10004;1;10005;25;;;10001.0;333.0
0;20500;STARFRUIT;5032;26;;;;;5033;8;5039;26;;;5032.5;42.9921875
0;20600;AMETHYSTS;9996;1;9995;24;;;9998;4;10002;5;10004;1;9997.0;333.0
0;20600;STARFRUIT;5033;25;;;;;5040;25;;;;;5036.5;50.4609375
0;20700;STARFRUIT;5038;2;5034;3;5033;30;5041;30;;;;;5039.5;58.83984375
0;20700;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;343.0
0;20800;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;343.0
0;20800;STARFRUIT;5034;26;;;;;5040;2;5041;24;;;5037.0;54.2265625
0;20900;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;343.0
0;20900;STARFRUIT;5034;31;;;;;5035;1;5041;31;;;5034.5;62.7890625
0;21000;STARFRUIT;5034;26;;;;;5041;26;;;;;5037.5;61.2265625
0;21000;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;343.0
0;21100;STARFRUIT;5034;28;;;;;5037;2;5041;28;;;5035.5;57.0703125
0;21100;AMETHYSTS;9995;28;;;;;10000;2;10005;28;;;9997.5;343.0
0;21200;STARFRUIT;5040;1;5034;29;;;5041;29;;;;;5040.5;64.40625
0;21200;AMETHYSTS;9995;29;;;;;9998;1;10005;29;;;9996.5;343.0
0;21300;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;345.0
0;21300;STARFRUIT;5034;22;;;;;5040;2;5042;22;;;5037.0;68.390625
0;21400;STARFRUIT;5035;1;5034;29;;;5041;30;;;;;5038.0;66.109375
0;21400;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;345.0
0;21500;STARFRUIT;5034;28;;;;;5035;5;5041;30;;;5034.5;66.234375
0;21500;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;345.0
0;21600;STARFRUIT;5035;22;;;;;5042;22;;;;;5038.5;73.703125
0;21600;AMETHYSTS;9998;5;9996;2;9995;20;10004;2;10005;20;;;10001.0;345.0
0;21700;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;345.0
0;21700;STARFRUIT;5035;6;5034;25;;;5041;2;5042;25;;;5038.0;67.875
0;21800;STARFRUIT;5035;26;;;;;5042;26;;;;;5038.5;80.796875
0;21800;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;345.0
0;21900;STARFRUIT;5035;27;;;;;5042;27;;;;;5038.5;79.984375
0;21900;AMETHYSTS;9995;27;;;;;10002;3;10005;27;;;9998.5;345.0
0;22000;STARFRUIT;5035;22;;;;;5042;22;;;;;5038.5;81.2421875
0;22000;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;345.0
0;22100;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;345.0
0;22100;STARFRUIT;5035;22;;;;;5040;4;5042;22;;;5037.5;75.96875
0;22200;STARFRUIT;5036;3;5035;23;;;5042;23;;;;;5039.0;85.8203125
0;22200;AMETHYSTS;10002;1;9995;23;;;10005;23;;;;;10003.5;345.0
0;22300;STARFRUIT;5036;30;;;;;5043;30;;;;;5039.5;94.9921875
0;22300;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;347.0
0;22400;STARFRUIT;5036;24;;;;;5043;24;;;;;5039.5;101.7421875
0;22400;AMETHYSTS;9996;1;9995;23;;;10002;2;10004;1;10005;23;9999.0;347.0
0;22500;AMETHYSTS;9998;2;9995;27;;;10005;27;;;;;10001.5;347.0
0;22500;STARFRUIT;5041;1;5036;27;;;5043;27;;;;;5042.0;90.65625
0;22600;STARFRUIT;5042;1;5041;4;5037;4;5043;26;;;;;5042.5;101.0625
0;22600;AMETHYSTS;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;347.0
0;22700;STARFRUIT;5036;26;;;;;5042;1;5043;25;;;5039.0;90.09375
0;22700;AMETHYSTS;9996;1;9995;25;;;10002;9;10004;1;10005;25;9999.0;347.0
0;22800;STARFRUIT;5036;27;;;;;5043;27;;;;;5039.5;94.1796875
0;22800;AMETHYSTS;10002;1;9996;1;9995;26;10004;1;10005;26;;;10003.0;347.0
0;22900;AMETHYSTS;10002;2;9996;1;9995;22;10004;1;10005;22;;;10003.0;351.0
0;22900;STARFRUIT;5036;23;;;;;5037;1;5041;4;5043;23;5036.5;100.7734375
0;23000;STARFRUIT;5042;1;5037;1;5036;20;5043;21;;;;;5042.5;103.6875
0;23000;AMETHYSTS;9996;1;9995;20;;;10002;2;10004;1;10005;20;9999.0;355.0
0;23100;STARFRUIT;5038;7;5037;28;;;5043;2;5044;26;;;5040.5;114.0
0;23100;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;355.0
0;23200;AMETHYSTS;9996;1;9995;24;;;10002;4;10004;1;10005;24;9999.0;355.0
0;23200;STARFRUIT;5037;2;5036;24;;;5043;25;;;;;5040.0;108.0078125
0;23300;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;355.0
0;23300;STARFRUIT;5037;2;5036;21;;;5043;2;5044;21;;;5040.0;109.59375
0;23400;STARFRUIT;5037;1;5036;29;;;5043;1;5044;29;;;5040.0;109.9140625
0;23400;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;355.0
0;23500;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;355.0
0;23500;STARFRUIT;5038;3;5037;31;;;5044;31;;;;;5041.0;115.609375
0;23600;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;355.0
0;23600;STARFRUIT;5037;1;5036;25;;;5043;27;;;;;5040.0;107.96875
0;23700;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;355.0
0;23700;STARFRUIT;5042;1;5037;21;;;5043;1;5044;20;;;5042.5;109.671875
0;23800;STARFRUIT;5037;22;;;;;5044;22;;;;;5040.5;110.015625
0;23800;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;355.0
0;23900;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;355.0
0;23900;STARFRUIT;5037;27;;;;;5044;27;;;;;5040.5;110.25
0;24000;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;355.0
0;24000;STARFRUIT;5038;6;5037;29;;;5044;29;;;;;5041.0;124.0390625
0;24100;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;355.0
0;24100;STARFRUIT;5037;22;;;;;5044;22;;;;;5040.5;122.6015625
0;24200;STARFRUIT;5038;24;;;;;5043;8;5044;1;5045;23;5040.5;131.859375
0;24200;AMETHYSTS;9996;1;9995;23;;;10002;7;10004;1;10005;23;9999.0;355.0
0;24300;AMETHYSTS;10002;1;9995;27;;;10005;27;;;;;10003.5;355.0
0;24300;STARFRUIT;5038;26;;;;;5043;5;5045;27;;;5040.5;130.5546875
0;24400;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;357.0
0;24400;STARFRUIT;5038;9;5037;28;;;5044;29;;;;;5041.0;125.59375
0;24500;AMETHYSTS;9996;2;9995;24;;;10002;10;10004;2;10005;24;9999.0;357.0
0;24500;STARFRUIT;5037;26;;;;;5044;26;;;;;5040.5;116.3125
0;24600;STARFRUIT;5038;2;5037;22;;;5044;24;;;;;5041.0;125.3359375
0;24600;AMETHYSTS;9996;2;9995;22;;;10002;10;10004;2;10005;22;9999.0;357.0
0;24700;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;357.0
0;24700;STARFRUIT;5037;22;;;;;5044;22;;;;;5040.5;119.796875
0;24800;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;357.0
0;24800;STARFRUIT;5037;28;;;;;5044;28;;;;;5040.5;119.78125
0;24900;AMETHYSTS;9998;7;9995;24;;;10005;24;;;;;10001.5;357.0
0;24900;STARFRUIT;5037;24;;;;;5044;24;;;;;5040.5;115.796875
0;25000;STARFRUIT;5037;28;;;;;5043;1;5044;27;;;5040.0;111.609375
0;25000;AMETHYSTS;10002;1;9996;1;9995;27;10004;1;10005;27;;;10003.0;357.0
0;25100;AMETHYSTS;9998;8;9996;1;9995;26;10004;1;10005;26;;;10001.0;359.0
0;25100;STARFRUIT;5036;27;;;;;5043;27;;;;;5039.5;104.2734375
0;25200;AMETHYSTS;9996;2;9995;24;;;10000;4;10004;2;10005;24;9998.0;359.0
0;25200;STARFRUIT;5037;6;5036;26;;;5039;4;5043;26;;;5038.0;103.78125
0;25300;STARFRUIT;5036;22;;;;;5042;1;5043;21;;;5039.0;91.3046875
0;25300;AMETHYSTS;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;359.0
0;25400;AMETHYSTS;10002;3;9996;2;9995;27;10004;2;10005;27;;;10003.0;359.0
0;25400;STARFRUIT;5035;29;;;;;5042;29;;;;;5038.5;84.265625
0;25500;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;365.0
0;25500;STARFRUIT;5036;1;5035;23;;;5040;6;5042;24;;;5038.0;87.0
0;25600;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;365.0
0;25600;STARFRUIT;5035;24;;;;;5040;6;5042;24;;;5037.5;79.5078125
0;25700;STARFRUIT;5036;1;5035;24;;;5042;1;5043;24;;;5039.0;89.2734375
0;25700;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;365.0
0;25800;AMETHYSTS;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;365.0
0;25800;STARFRUIT;5037;29;;;;;5043;2;5044;27;;;5040.0;109.515625
0;25900;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;367.0
0;25900;STARFRUIT;5037;29;;;;;5044;29;;;;;5040.5;116.515625
0;26000;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;369.0
0;26000;STARFRUIT;5042;1;5037;27;;;5044;27;;;;;5043.0;114.6640625
0;26100;STARFRUIT;5042;1;5038;2;5037;25;5043;1;5044;24;;;5042.5;113.203125
0;26100;AMETHYSTS;10002;1;9998;3;9996;1;10004;1;10005;24;;;10003.0;369.0
0;26200;AMETHYSTS;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;371.0
0;26200;STARFRUIT;5037;29;;;;;5043;2;5044;27;;;5040.0;112.890625
0;26300;AMETHYSTS;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;373.0
0;26300;STARFRUIT;5037;26;;;;;5038;1;5044;26;;;5037.5;123.6796875
0;26400;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;373.0
0;26400;STARFRUIT;5037;27;;;;;5044;27;;;;;5040.5;131.21875
0;26500;STARFRUIT;5038;22;;;;;5044;1;5045;21;;;5041.0;136.0625
0;26500;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;373.0
0;26600;AMETHYSTS;9996;2;9995;29;;;9998;4;10004;2;10005;29;9997.0;373.0
0;26600;STARFRUIT;5037;31;;;;;5044;31;;;;;5040.5;123.8046875
0;26700;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;381.0
0;26700;STARFRUIT;5042;1;5038;8;5037;26;5044;26;;;;;5043.0;121.5234375
0;26800;AMETHYSTS;10002;1;9998;7;9995;20;10005;20;;;;;10003.5;381.0
0;26800;STARFRUIT;5037;20;;;;;5044;20;;;;;5040.5;124.296875
0;26900;STARFRUIT;5037;22;;;;;5044;22;;;;;5040.5;126.046875
0;26900;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;383.0
0;27000;AMETHYSTS;9998;2;9996;1;9995;26;10004;1;10005;26;;;10001.0;383.0
0;27000;STARFRUIT;5037;27;;;;;5042;6;5044;27;;;5039.5;119.453125
0;27100;AMETHYSTS;9996;2;9995;27;;;9998;1;10002;10;10004;2;9997.0;383.0
0;27100;STARFRUIT;5043;1;5037;29;;;5044;29;;;;;5043.5;125.3828125
0;27200;AMETHYSTS;9998;3;9996;2;9995;23;10004;2;10005;23;;;10001.0;385.0
0;27200;STARFRUIT;5042;1;5038;7;5037;25;5043;2;5044;23;;;5042.5;119.96875
0;27300;STARFRUIT;5037;25;;;;;5038;1;5044;25;;;5037.5;132.4375
0;27300;AMETHYSTS;9995;25;;;;;10002;8;10005;25;;;9998.5;385.0
0;27400;AMETHYSTS;9996;1;9995;22;;;9998;3;10004;1;10005;22;9997.0;385.0
0;27400;STARFRUIT;5041;6;5039;1;5038;22;5045;23;;;;;5043.0;149.4765625
0;27500;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;391.0
0;27500;STARFRUIT;5038;30;;;;;5045;30;;;;;5041.5;146.015625
0;27600;AMETHYSTS;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;391.0
0;27600;STARFRUIT;5043;1;5039;6;5038;28;5045;28;;;;;5044.0;141.84375
0;27700;STARFRUIT;5038;32;;;;;5045;32;;;;;5041.5;143.6875
0;27700;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;391.0
0;27800;AMETHYSTS;9998;2;9996;2;9995;20;10004;2;10005;20;;;10001.0;391.0
0;27800;STARFRUIT;5039;5;5038;22;;;5044;2;5045;20;;;5041.5;134.96875
0;27900;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;391.0
0;27900;STARFRUIT;5038;29;;;;;5043;8;5045;29;;;5040.5;146.9375
0;28000;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;391.0
0;28000;STARFRUIT;5039;4;5038;22;;;5045;22;;;;;5042.0;143.1796875
0;28100;STARFRUIT;5039;21;;;;;5046;21;;;;;5042.5;161.546875
0;28100;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;391.0
0;28200;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;394.0
0;28200;STARFRUIT;5039;23;;;;;5046;23;;;;;5042.5;160.234375
0;28300;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;394.0
0;28300;STARFRUIT;5039;30;;;;;5045;2;5046;28;;;5042.0;156.78125
0;28400;AMETHYSTS;9995;20;;;;;10002;8;10005;20;;;9998.5;394.0
0;28400;STARFRUIT;5039;20;;;;;5046;20;;;;;5042.5;159.4375
0;28500;STARFRUIT;5039;5;5038;28;;;5045;30;;;;;5042.0;151.3515625
0;28500;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;394.0
0;28600;AMETHYSTS;9996;2;9995;26;;;10000;5;10002;5;10004;2;9998.0;394.0
0;28600;STARFRUIT;5039;27;;;;;5042;5;5045;2;5046;26;5040.5;156.2578125
0;28700;AMETHYSTS;9998;8;9996;2;9995;22;10004;2;10005;22;;;10001.0;394.0
0;28700;STARFRUIT;5039;23;;;;;5045;2;5046;22;;;5042.0;156.4375
0;28800;AMETHYSTS;9995;21;;;;;10002;8;10005;21;;;9998.5;394.0
0;28800;STARFRUIT;5038;21;;;;;5046;21;;;;;5042.0;153.703125
0;28900;STARFRUIT;5040;1;5039;23;;;5045;1;5046;22;;;5042.5;157.40625
0;28900;AMETHYSTS;9996;1;9995;22;;;10002;5;10004;1;10005;22;9999.0;394.0
0;29000;AMETHYSTS;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;394.0
0;29000;STARFRUIT;5039;26;;;;;5045;2;5046;24;;;5042.0;157.921875
0;29100;AMETHYSTS;9995;23;;;;;10002;2;10005;23;;;9998.5;396.0
0;29100;STARFRUIT;5039;23;;;;;5046;23;;;;;5042.5;156.90625
0;29200;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;396.0
0;29200;STARFRUIT;5040;1;5039;22;;;5046;23;;;;;5043.0;171.4609375
0;29300;STARFRUIT;5040;23;;;;;5046;1;5047;22;;;5043.0;177.1328125
0;29300;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;396.0
0;29400;AMETHYSTS;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;396.0
0;29400;STARFRUIT;5039;25;;;;;5046;25;;;;;5042.5;166.5625
0;29500;AMETHYSTS;9998;6;9995;20;;;10005;20;;;;;10001.5;396.0
0;29500;STARFRUIT;5039;20;;;;;5040;1;5046;20;;;5039.5;171.3125
0;29600;AMETHYSTS;9996;1;9995;26;;;10000;4;10004;1;10005;26;9998.0;396.0
0;29600;STARFRUIT;5040;1;5039;26;;;5042;4;5046;27;;;5041.0;170.2578125
0;29700;STARFRUIT;5040;23;;;;;5045;8;5046;1;5047;22;5042.5;174.5625
0;29700;AMETHYSTS;9996;1;9995;22;;;10002;7;10004;1;10005;22;9999.0;396.0
0;29800;STARFRUIT;5045;1;5040;4;5039;25;5047;25;;;;;5046.0;173.890625
0;29800;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;396.0
0;29900;AMETHYSTS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;401.0
0;29900;STARFRUIT;5040;32;;;;;5047;32;;;;;5043.5;187.25
0;30000;STARFRUIT;5041;6;5040;23;;;5047;25;;;;;5044.0;197.28125
0;30000;AMETHYSTS;9998;10;9996;2;9995;23;10004;2;10005;23;;;10001.0;401.0
0;30100;STARFRUIT;5041;1;5040;20;;;5047;21;;;;;5044.0;196.578125
0;30100;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;401.0
0;30200;STARFRUIT;5041;30;;;;;5048;30;;;;;5044.5;205.21875
0;30200;AMETHYSTS;9996;2;9995;28;;;9998;1;10002;8;10004;2;9997.0;401.0
0;30300;AMETHYSTS;10002;4;9996;2;9995;29;10004;2;10005;29;;;10003.0;403.0
0;30300;STARFRUIT;5041;31;;;;;5046;1;5047;2;5048;29;5043.5;201.59375
0;30400;STARFRUIT;5045;2;5040;30;;;5047;30;;;;;5046.0;190.5859375
0;30400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;411.0
